COD OFICINA,ACTUAL COD REGION COMERCIAL,NUEVO COD REGION COMERCIAL,ACTUAL COD ZONA COMERCIAL,NUEVO COD ZONA COMERCIAL,ACTUAL NOMBRE REGION COMERCIAL,NUEVO NOMBRE REGION COMERCIAL,ACTUAL NOMBRE ZONA COMERCIAL,NUEVO NOMBRE ZONA COMERCIAL,Actual Nombre oficina,NUEVO NOMBRE OFICINA,NOMBRE GERENCIA/AREA,NOMBRE DISTRITO ACTUAL,NOMBRE NUEVO DISTRITO
1113,37,,006,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 77,No Aplica,,,
1114,37,,001,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 78,No Aplica,,,
1115,37,,006,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 79,No Aplica,,,
1116,37,,001,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 80,No Aplica,,,
1118,37,,001,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 81,No Aplica,,,
1119,37,,001,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 82,No Aplica,,,
1120,37,,001,002,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,GERENCIA PREMIUM 83,No Aplica,,,
1121,37,,001,002,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,GERENCIA PREMIUM 84,No Aplica,,,
1122,37,,006,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 85,No Aplica,,,
1123,37,,006,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 86,No Aplica,,,
1124,37,,005,007,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENCIA PREMIUM 87,No Aplica,,,
1130,37,,005,007,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENCIA PREMIUM 88,No Aplica,,,
1135,37,,005,007,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENCIA PREMIUM 89,No Aplica,,,
1137,37,,005,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 90,No Aplica,,,
1138,37,,005,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 91,No Aplica,,,
1139,37,,005,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 92,No Aplica,,,
1259,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1259  ,No Aplica,,,
1260,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1260  ,No Aplica,,,
1261,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1261  ,No Aplica,,,
1262,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1262  ,No Aplica,,,
1263,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1263  ,No Aplica,,,
1264,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1264  ,No Aplica,,,
1265,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1265  ,No Aplica,,,
1266,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1266  ,No Aplica,,,
1267,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1267  ,No Aplica,,,
1268,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1268  ,No Aplica,,,
1269,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1269  ,No Aplica,,,
1270,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1270  ,No Aplica,,,
1271,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1271  ,No Aplica,,,
1272,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1272  ,No Aplica,,,
1273,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1273  ,No Aplica,,,
1274,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1274  ,No Aplica,,,
1275,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1275  ,No Aplica,,,
1276,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1276  ,No Aplica,,,
1277,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1277  ,No Aplica,,,
1278,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1278  ,No Aplica,,,
1279,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1279  ,No Aplica,,,
1280,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1280  ,No Aplica,,,
1281,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1281  ,No Aplica,,,
1282,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1282  ,No Aplica,,,
1283,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1283  ,No Aplica,,,
1284,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1284  ,No Aplica,,,
1285,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1285  ,No Aplica,,,
1286,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1286  ,No Aplica,,,
1342,41,,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1342  ,No Aplica,,,
1343,41,,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1343  ,No Aplica,,,
1344,41,,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1344  ,No Aplica,,,
1345,41,,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1345  ,No Aplica,,,
1346,41,,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1346  ,No Aplica,,,
1347,41,,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1347  ,No Aplica,,,
1348,41,,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1348  ,No Aplica,,,
1349,41,,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1349  ,No Aplica,,,
1350,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE, Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1350  ,No Aplica,,,
1351,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1351  ,No Aplica,,,
1352,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1352  ,No Aplica,,,
1353,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1353  ,No Aplica,,,
1354,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1354  ,No Aplica,,,
1355,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1355  ,No Aplica,,,
1356,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1356  ,No Aplica,,,
1357,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1357  ,No Aplica,,,
1555,37,,002,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GERENTE PREMIUM 1   ,No Aplica,,,
1559,37,,002,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GERENTE PREMIUM 2   ,No Aplica,,,
1561,37,,002,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GERENTE PREMIUM 3   ,No Aplica,,,
1563,37,,002,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GERENTE PREMIUM 4   ,No Aplica,,,
1567,37,,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENTE PREMIUM 24  ,No Aplica,,,
1579,37,,001,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENTE PREMIUM 15  ,No Aplica,,,
1595,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE,Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1595  ,No Aplica,,,
1596,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1596  ,No Aplica,,,
1597,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1597  ,No Aplica,,,
1598,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1598  ,No Aplica,,,
1599,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1599  ,No Aplica,,,
1600,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1600  ,No Aplica,,,
1601,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1601  ,No Aplica,,,
1602,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1602  ,No Aplica,,,
1603,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1603  ,No Aplica,,,
1604,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1604  ,No Aplica,,,
1605,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1605  ,No Aplica,,,
1606,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1606  ,No Aplica,,,
1607,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1607  ,No Aplica,,,
1608,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1608  ,No Aplica,,,
1609,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1609  ,No Aplica,,,
1610,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1610  ,No Aplica,,,
1611,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1611  ,No Aplica,,,
1612,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1612  ,No Aplica,,,
1613,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1613  ,No Aplica,,,
1614,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1614  ,No Aplica,,,
1615,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1615  ,No Aplica,,,
1616,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1616  ,No Aplica,,,
1617,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1617  ,No Aplica,,,
1618,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1618  ,No Aplica,,,
1619,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1619  ,No Aplica,,,
1620,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1620  ,No Aplica,,,
1621,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1621  ,No Aplica,,,
1622,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1622  ,No Aplica,,,
1626,37,,001,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENTE PREMIUM 16  ,No Aplica,,,
1647,37,,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GCIA PREMI PYME 25  ,No Aplica,,,
1673,37,,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENTE PREMIUM 22  ,No Aplica,,,
1745,37,,001,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENTE PREMIUM 17  ,No Aplica,,,
1813,37,,001,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENTE PREMIUM 18  ,No Aplica,,,
1997,37,,005,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GCIA PREMIUM 27     ,No Aplica,,,
1998,37,,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENTE PREMIUM 21  ,No Aplica,,,
2001,37,,005,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GCIA PREMIUM 28     ,No Aplica,,,
2002,37,,001,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GCIA PREMIUM 29     ,No Aplica,,,
2003,37,,001,002,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,GCIA PREMIUM 30     ,No Aplica,,,
2004,37,,001,002,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,GCIA PREMIUM 31     ,No Aplica,,,
2005,37,,006,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GCIA PREMIUM 32     ,No Aplica,,,
2006,37,,006,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GCIA PREMIUM 33     ,No Aplica,,,
2007,37,,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GCIA PREMIUM 34     ,No Aplica,,,
2008,37,,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GCIA PREMIUM 35     ,No Aplica,,,
2057,37,,001,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GCIA PREMIUM 36     ,No Aplica,,,
2058,37,,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GCIA PREMIUM 37     ,No Aplica,,,
2090,,,,,,,,GZ Preferente B/quilla C/gena y Sta Mta,Gcia. SAV Cartagena ,,,,
2091,,,,,,,,GZ Preferente B/quilla C/gena y Sta Mta,Gcia. SAV Cartagena ,,,,
2092,,,,,,,,GZ Preferente B/quilla C/gena y Sta Mta,Gcia. SAV Cartagena ,,,,
2093,,,,,,,,GZ Preferente B/quilla C/gena y Sta Mta,Gcia. SAV Santa Marta ,,,,
2094,,,,,,,,GZ Preferente B/quilla C/gena y Sta Mta,Gcia. SAV Santa Marta ,,,,
2095,,,,,,,,GZ Preferente B/quilla C/gena y Sta Mta,Gcia. SAV Santa Marta ,,,,
9064,37,09,000,009,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, DIR BANCA PREMIUM   ,9926-VIC BANCA DE PERSON,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM,,,
9776,09,,009,,DIRECCION GENERAL   ,DIRECCION OCCIDENTE, 9976-D.NAL.CAN.PERS ,9976-D.NAL.CAN.PERS ,DIR PREFERENTE      ,DIRECCION OCCIDENTE,,,
9777,09,42,009,004,DIRECCION GENERAL   ,DIRECCION CAPITAL, 9776-DIR PREFERENTE ,GZ PREFERENTE BTA 1,Z.PREFERENTE BTA 1  ,GZ PREFERENTE BTA 1,,,
9778,09,42,009,005,DIRECCION GENERAL   ,DIRECCION CAPITAL, 9776-DIR PREFERENTE ,GZ PREFERENTE BTA 2,Z.PREFERENTE BTA 2  ,GZ PREFERENTE BTA 2,,,
9779,09,42,009,006,DIRECCION GENERAL   ,DIRECCION CAPITAL, 9776-DIR PREFERENTE ,GZ PREFERENTE BTA 3,Z.PREFERENTE BTA 3  ,GZ PREFERENTE BTA 3,,,
9780,09,42,009,007,DIRECCION GENERAL   ,DIRECCION CAPITAL, 9776-DIR PREFERENTE ,GZ PREFERENTE BTA 4,Z.PREFERENTE BTA 4  ,GZ PREFERENTE BTA 4,,,
9781,09,42,009,008,DIRECCION GENERAL   ,DIRECCION CAPITAL, 9776-DIR PREFERENTE ,GZ PREFERENTE BTA 5,Z.PREFERENTE BTA 5  ,GZ PREFERENTE BTA 5,,,
9782,09,,009,,DIRECCION GENERAL   ,DIRECCION CAPITAL, 9976-D.NAL.CAN.PERS ,9976-D.NAL.CAN.PERS ,DIR DISTRITOS       ,DIRECCION CAPITAL,,,
9783,09,04,009,004,DIRECCION GENERAL   ,DIRECCION ANTIOQUIA Y EJE, 9776-DIR PREFERENTE ,GZ PREFERENTE MEDELLIN,Z.PREFERENTE MDLLIN ,GZ PREFERENTE MEDELLIN,,,
9784,09,07,009,003,DIRECCION GENERAL   ,DIRECCION OCCIDENTE, 9776-DIR PREFERENTE ,GZ PREFERENTE CALI,Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,,,
9786,09,06,009,004,DIRECCION GENERAL   ,DIRECCION CARIBE, 9776-DIR PREFERENTE ,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,,,
9804,37,,006,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GC ZNA PREMIUM NOROR,GZ PREMIUM NORORIENTE,,,
9806,37,,005,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GC ZNA PREMIUM ANTQU,GZ PREMIUM ANTQ-EJECAF,,,
9808,37,,002,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GC ZNA PREMIUM BTA 2,GZ PREMIUM BTA 2,,,
9809,37,,001,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GC ZNA PREMIUM BTA 1,GZ PREMIUM BTA 1,,,
